FMT, 15, 45, GPS, QBILLeeEefBBH, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
FMT, 11, 50, BAT, QBfff, TimeUS,Instance,Volt,Curr,RemPct
FMT, 90, 14, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 44, 49, NKF6, QBff, TimeUS,C,VWN,VWE
MODE, 0, TAKEOFF, 13
MODE, 10000000, AUTO, 10
NKF6, 0, 0, 1.5, -0.8
GPS, 0, 3, 399000, 2151, 14, 0.80, 47.500000, 8.300000, 410.0, 0.5, 0.0, 0.0, 0.0, 1
GPS, 4000000, 3, 399000, 2151, 14, 0.80, 47.500000, 8.300000, 420.0, 0.8, 0.0, 0.0, 0.0, 1
GPS, 8000000, 3, 399000, 2151, 14, 0.80, 47.500050, 8.300000, 430.0, 1.2, 0.0, 0.0, 0.0, 1
GPS, 15000000, 3, 399000, 2151, 14, 0.80, 47.500858, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 20000000, 3, 399000, 2151, 14, 0.80, 47.501666, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 25000000, 3, 399000, 2151, 14, 0.80, 47.502474, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 30000000, 3, 399000, 2151, 14, 0.80, 47.503282, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 35000000, 3, 399000, 2151, 14, 0.80, 47.504090, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 40000000, 3, 399000, 2151, 14, 0.80, 47.504898, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 45000000, 3, 399000, 2151, 14, 0.80, 47.505706, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 50000000, 3, 399000, 2151, 14, 0.80, 47.506514, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 55000000, 3, 399000, 2151, 14, 0.80, 47.507322, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 60000000, 3, 399000, 2151, 14, 0.80, 47.508130, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 65000000, 3, 399000, 2151, 14, 0.80, 47.508938, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 70000000, 3, 399000, 2151, 14, 0.80, 47.509746, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 75000000, 3, 399000, 2151, 14, 0.80, 47.510554, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 80000000, 3, 399000, 2151, 14, 0.80, 47.511362, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 85000000, 3, 399000, 2151, 14, 0.80, 47.512170, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 90000000, 3, 399000, 2151, 14, 0.80, 47.512978, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 95000000, 3, 399000, 2151, 14, 0.80, 47.513786, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 100000000, 3, 399000, 2151, 14, 0.80, 47.514594, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 105000000, 3, 399000, 2151, 14, 0.80, 47.515402, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 110000000, 3, 399000, 2151, 14, 0.80, 47.516210, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 115000000, 3, 399000, 2151, 14, 0.80, 47.517018, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 120000000, 3, 399000, 2151, 14, 0.80, 47.517826, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 125000000, 3, 399000, 2151, 14, 0.80, 47.518634, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
GPS, 130000000, 3, 399000, 2151, 14, 0.80, 47.519442, 8.300000, 430.0, 18.0, 0.0, 0.0, 0.0, 1
BAT, 0, 0, 25.0, 20.0, 100.0
BAT, 40000000, 0, 24.2, 30.0, 78.0
BAT, 85000000, 0, 23.5, 30.0, 62.0
